model_name,display_name,model_family,model_type,task,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
beit_base_patch16_224,BEiT-B/16,BEiT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,722.45,36249450,708.704,708.567,711.775,713.654,121.74,82.97,7516.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:57:01
beit_base_patch16_224,BEiT-B/16,BEiT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,576.84,28943355,887.600,887.856,892.356,893.026,121.74,82.97,19796.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:59:18
beit_base_patch16_224,BEiT-B/16,BEiT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,714.58,35854957,716.501,716.327,719.855,720.514,121.74,82.97,7902.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:00:56
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,99.54,4994595,20574.329,20574.290,20576.227,20576.399,303.42,123.11,20642.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:15:42
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,2048,102.22,5129087,20034.841,20034.825,20042.625,20043.319,303.42,123.11,14034.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:24:06
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,473.38,23752407,8652.634,8652.139,8656.145,8656.395,303.42,123.11,20037.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:30:33
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,492.96,24734531,8309.068,8286.172,8443.293,8457.445,303.42,123.11,13429.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:34:35
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,428.72,21511678,9553.922,9554.972,9557.038,9557.132,303.42,123.11,27440.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:41:01
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,489.79,24575745,8362.753,8363.990,8368.778,8368.838,303.42,123.11,16928.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:45:35
beit_large_patch16_224,BEiT-L/16,BEiT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,76.03,3814907,6734.138,6729.161,6753.368,6757.900,344.04,172.68,25756.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:55:11
beit_large_patch16_224,BEiT-L/16,BEiT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,78.21,3924477,6546.124,6545.402,6552.395,6553.761,344.04,172.68,18993.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T18:59:01
beit_large_patch16_224,BEiT-L/16,BEiT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,327.07,16410868,1565.433,1565.375,1568.373,1569.399,344.04,172.68,12895.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:02:03
beit_large_patch16_224,BEiT-L/16,BEiT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,363.16,18221691,1409.864,1410.000,1412.554,1413.324,344.04,172.68,7958.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:04:08
beit_large_patch16_224,BEiT-L/16,BEiT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,298.62,14983485,1714.562,1709.000,1743.188,1754.968,344.04,172.68,21995.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:07:13
beit_large_patch16_224,BEiT-L/16,BEiT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,357.96,17960906,1430.335,1429.095,1436.640,1441.831,344.04,172.68,8875.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:09:34
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,725.05,36380145,706.157,706.609,708.795,709.039,24.28,9.09,32273.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:13:29
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,256,900.67,45192167,284.232,284.075,286.433,287.264,24.28,9.09,6741.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:15:14
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,1024,1469.58,73737433,696.800,696.318,700.995,702.679,24.28,9.09,32228.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:16:45
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,1024,OOM,,,,,,,,,,,,,,
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,1618.13,81191487,316.414,316.313,317.506,317.910,24.28,9.09,16346.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:18:25
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,256,2413.49,121099105,106.071,106.044,106.480,106.699,24.28,9.09,5353.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:19:39
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,203.46,10208936,1258.217,1257.918,1261.344,1263.523,55.91,64.97,16833.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:22:14
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,256,228.40,11460252,1120.835,1121.140,1124.804,1125.392,55.91,64.97,10982.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:23:53
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,576.62,28932677,887.927,887.504,895.459,896.839,55.91,64.97,16728.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:25:31
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,256,768.41,38555653,333.156,333.407,335.860,336.436,55.91,64.97,5809.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:27:06
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,577.75,28989263,886.194,884.874,892.775,893.516,55.91,64.97,18118.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:28:37
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,256,766.17,38443501,334.128,334.655,336.215,336.725,55.91,64.97,5992.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:30:15
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,261.47,13119316,979.095,978.921,982.740,984.851,73.67,32.85,22253.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:33:08
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,256,303.42,15224546,843.707,843.615,846.404,847.726,73.67,32.85,10333.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:34:36
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,661.89,33210869,773.545,773.065,777.671,778.803,73.67,32.85,22108.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:36:17
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,256,996.55,50002670,256.887,255.672,268.270,275.200,73.67,32.85,7644.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:37:45
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,664.83,33358571,770.120,770.178,772.432,772.758,73.67,32.85,22406.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:39:48
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,256,996.72,50011356,256.843,256.767,257.982,258.501,73.67,32.85,7866.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:41:45
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,134.74,6760739,1899.948,1900.104,1903.733,1904.421,106.42,89.82,22898.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:44:58
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,256,150.61,7556838,1699.792,1699.889,1705.166,1705.533,106.42,89.82,11381.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:46:39
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,380.18,19075890,1346.732,1346.275,1352.132,1352.393,106.42,89.82,22687.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:48:38
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,256,522.86,26234986,489.616,489.612,492.650,497.112,106.42,89.82,7967.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:50:29
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,377.01,18916726,1358.063,1356.040,1368.004,1379.942,106.42,89.82,23565.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:52:18
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,256,520.04,26093403,492.272,491.505,496.549,512.166,106.42,89.82,8255.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T19:54:15
